id;arabicVocalized;arabicUnvocalized;transliteration;german;categoryId;category;partOfSpeech;gender;pluralVocalized;pluralUnvocalized;root;usageNote;hint;frequencyBand;cefrLevel;difficulty;stage;tags;status;lemmaVocalized;lemmaUnvocalized;pattern;wordFamily;collocations;register;activeUse;translationNote
travel_bus;حَافِلَةٌ;حافلة;ḥāfilatun;Bus;travel;Reise & Orientierung;noun;feminine;حَافِلَاتٌ;حافلات;ح ف ل;Für A1 als aktiver bzw. rezeptiver Kernwortschatz vorgesehen.;Wurzel: ح ف ل;common;A1;2;2;travel|fusha|a1|curriculum-expansion;draft;حَافِلَةٌ;حافلة;;حَافِلَةٌ|حَافِلَاتٌ;مَحَطَّةُ الْحَافِلَةِ|بِالْحَافِلَةِ;neutral;true;Bedeutung, Wortfamilie und typische Kollokationen werden kontextbezogen gelernt.
travel_bicycle;دَرَّاجَةٌ;دراجة;darrājatun;Fahrrad;travel;Reise & Orientierung;noun;feminine;دَرَّاجَاتٌ;دراجات;د ر ج;Für A1 als aktiver bzw. rezeptiver Kernwortschatz vorgesehen.;Wurzel: د ر ج;common;A1;2;2;travel|fusha|a1|curriculum-expansion;draft;دَرَّاجَةٌ;دراجة;;دَرَّاجَةٌ|دَرَّاجَاتٌ;بِالدَّرَّاجَةِ|يَرْكَبُ الدَّرَّاجَةَ;neutral;true;Bedeutung, Wortfamilie und typische Kollokationen werden kontextbezogen gelernt.
direction_right;يَمِينٌ;يمين;yamīnun;rechts / rechte Seite;travel;Reise & Orientierung;noun;;;;ي م ن;Für A1 als aktiver bzw. rezeptiver Kernwortschatz vorgesehen.;Wurzel: ي م ن;common;A1;2;2;travel|fusha|a1|curriculum-expansion;draft;يَمِينٌ;يمين;;;إِلَى الْيَمِينِ|عَلَى الْيَمِينِ;neutral;true;Bedeutung, Wortfamilie und typische Kollokationen werden kontextbezogen gelernt.
direction_left;يَسَارٌ;يسار;yasārun;links / linke Seite;travel;Reise & Orientierung;noun;;;;ي س ر;Für A1 als aktiver bzw. rezeptiver Kernwortschatz vorgesehen.;Wurzel: ي س ر;common;A1;2;2;travel|fusha|a1|curriculum-expansion;draft;يَسَارٌ;يسار;;;إِلَى الْيَسَارِ|عَلَى الْيَسَارِ;neutral;true;Bedeutung, Wortfamilie und typische Kollokationen werden kontextbezogen gelernt.
adjective_near;قَرِيبٌ;قريب;qarībun;nah;adjectives;Eigenschaften;adjective;;;;ق ر ب;Für A1 als aktiver bzw. rezeptiver Kernwortschatz vorgesehen.;Wurzel: ق ر ب;common;A1;2;2;adjectives|fusha|a1|curriculum-expansion;draft;قَرِيبٌ;قريب;;قَرِيبٌ|قُرْبٌ|يَقْرُبُ;قَرِيبٌ مِنْ|فِي الْقُرْبِ;neutral;true;Bedeutung, Wortfamilie und typische Kollokationen werden kontextbezogen gelernt.
adjective_far;بَعِيدٌ;بعيد;baʿīdun;weit / entfernt;adjectives;Eigenschaften;adjective;;;;ب ع د;Für A1 als aktiver bzw. rezeptiver Kernwortschatz vorgesehen.;Wurzel: ب ع د;common;A1;2;2;adjectives|fusha|a1|curriculum-expansion;draft;بَعِيدٌ;بعيد;;بَعِيدٌ|بُعْدٌ|يَبْعُدُ;بَعِيدٌ عَنْ|مَسَافَةٌ بَعِيدَةٌ;neutral;true;Bedeutung, Wortfamilie und typische Kollokationen werden kontextbezogen gelernt.
verb_visit;زَارَ;زار;zāra;besuchen;verbs_a2;Verben A2;verb;;;;ز و ر;Für A2 als aktiver bzw. rezeptiver Kernwortschatz vorgesehen.;Wurzel: ز و ر;common;A2;3;3;verbs_a2|fusha|a2|curriculum-expansion;draft;زَارَ;زار;فَعَلَ;زَارَ|زِيَارَةٌ|زَائِرٌ;زَارَ صَدِيقًا|زِيَارَةُ الْمَتْحَفِ;neutral;true;Bedeutung, Wortfamilie und typische Kollokationen werden kontextbezogen gelernt.
verb_return;رَجَعَ;رجع;rajaʿa;zurückkehren;verbs_a2;Verben A2;verb;;;;ر ج ع;Für A2 als aktiver bzw. rezeptiver Kernwortschatz vorgesehen.;Wurzel: ر ج ع;common;A2;3;3;verbs_a2|fusha|a2|curriculum-expansion;draft;رَجَعَ;رجع;فَعَلَ;رَجَعَ|رُجُوعٌ;رَجَعَ إِلَى الْبَيْتِ|بَعْدَ الرُّجُوعِ;neutral;true;Bedeutung, Wortfamilie und typische Kollokationen werden kontextbezogen gelernt.
verb_arrive;وَصَلَ;وصل;waṣala;ankommen;verbs_a2;Verben A2;verb;;;;و ص ل;Für A2 als aktiver bzw. rezeptiver Kernwortschatz vorgesehen.;Wurzel: و ص ل;common;A2;3;3;verbs_a2|fusha|a2|curriculum-expansion;draft;وَصَلَ;وصل;فَعَلَ;وَصَلَ|وُصُولٌ;وَصَلَ إِلَى|وَقْتُ الْوُصُولِ;neutral;true;Bedeutung, Wortfamilie und typische Kollokationen werden kontextbezogen gelernt.
verb_leave;غَادَرَ;غادر;ghādara;verlassen / abreisen;verbs_a2;Verben A2;verb;;;;غ د ر;Für A2 als aktiver bzw. rezeptiver Kernwortschatz vorgesehen.;Wurzel: غ د ر;common;A2;3;3;verbs_a2|fusha|a2|curriculum-expansion;draft;غَادَرَ;غادر;فَاعَلَ;غَادَرَ|مُغَادَرَةٌ;غَادَرَ الْمَكَانَ|وَقْتُ الْمُغَادَرَةِ;neutral;true;Bedeutung, Wortfamilie und typische Kollokationen werden kontextbezogen gelernt.
verb_help;سَاعَدَ;ساعد;sāʿada;helfen;verbs_a2;Verben A2;verb;;;;س ع د;Für A2 als aktiver bzw. rezeptiver Kernwortschatz vorgesehen.;Wurzel: س ع د;common;A2;3;3;verbs_a2|fusha|a2|curriculum-expansion;draft;سَاعَدَ;ساعد;فَاعَلَ;سَاعَدَ|مُسَاعَدَةٌ|مُسَاعِدٌ;سَاعَدَ شَخْصًا|طَلَبَ الْمُسَاعَدَةَ;neutral;true;Bedeutung, Wortfamilie und typische Kollokationen werden kontextbezogen gelernt.
verb_use;اِسْتَخْدَمَ;استخدم;istakhdama;benutzen;verbs_a2;Verben A2;verb;;;;خ د م;Für A2 als aktiver bzw. rezeptiver Kernwortschatz vorgesehen.;Wurzel: خ د م;common;A2;3;3;verbs_a2|fusha|a2|curriculum-expansion;draft;اِسْتَخْدَمَ;استخدم;اِسْتَفْعَلَ;اِسْتَخْدَمَ|اِسْتِخْدَامٌ|مُسْتَخْدِمٌ;اِسْتَخْدَمَ الْهَاتِفَ|طَرِيقَةُ الِاسْتِخْدَامِ;neutral;true;Bedeutung, Wortfamilie und typische Kollokationen werden kontextbezogen gelernt.
verb_try;حَاوَلَ;حاول;ḥāwala;versuchen;verbs_a2;Verben A2;verb;;;;ح و ل;Für A2 als aktiver bzw. rezeptiver Kernwortschatz vorgesehen.;Wurzel: ح و ل;common;A2;3;3;verbs_a2|fusha|a2|curriculum-expansion;draft;حَاوَلَ;حاول;فَاعَلَ;حَاوَلَ|مُحَاوَلَةٌ;حَاوَلَ أَنْ|مُحَاوَلَةٌ جَدِيدَةٌ;neutral;true;Bedeutung, Wortfamilie und typische Kollokationen werden kontextbezogen gelernt.
verb_participate;شَارَكَ;شارك;shāraka;teilnehmen;verbs_b1;Verben B1;verb;;;;ش ر ك;Für B1 als aktiver bzw. rezeptiver Kernwortschatz vorgesehen.;Wurzel: ش ر ك;common;B1;4;4;verbs_b1|fusha|b1|curriculum-expansion;draft;شَارَكَ;شارك;فَاعَلَ;شَارَكَ|مُشَارَكَةٌ|مُشَارِكٌ;شَارَكَ فِي|الْمُشَارَكَةُ فِي;neutral;true;Bedeutung, Wortfamilie und typische Kollokationen werden kontextbezogen gelernt.
verb_discuss;نَاقَشَ;ناقش;nāqasha;diskutieren;verbs_b1;Verben B1;verb;;;;ن ق ش;Für B1 als aktiver bzw. rezeptiver Kernwortschatz vorgesehen.;Wurzel: ن ق ش;common;B1;4;4;verbs_b1|fusha|b1|curriculum-expansion;draft;نَاقَشَ;ناقش;فَاعَلَ;نَاقَشَ|مُنَاقَشَةٌ|نِقَاشٌ;نَاقَشَ الْخُطَّةَ|مُنَاقَشَةُ النَّتَائِجِ;neutral;true;Bedeutung, Wortfamilie und typische Kollokationen werden kontextbezogen gelernt.
verb_plan;خَطَّطَ;خطط;khaṭṭaṭa;planen;verbs_b1;Verben B1;verb;;;;خ ط ط;Für B1 als aktiver bzw. rezeptiver Kernwortschatz vorgesehen.;Wurzel: خ ط ط;common;B1;4;4;verbs_b1|fusha|b1|curriculum-expansion;draft;خَطَّطَ;خطط;فَعَّلَ;خَطَّطَ|تَخْطِيطٌ|خُطَّةٌ;خَطَّطَ لِـ|خُطَّةُ الْعَمَلِ;neutral;true;Bedeutung, Wortfamilie und typische Kollokationen werden kontextbezogen gelernt.
verb_organize;نَظَّمَ;نظم;naẓẓama;organisieren;verbs_b1;Verben B1;verb;;;;ن ظ م;Für B1 als aktiver bzw. rezeptiver Kernwortschatz vorgesehen.;Wurzel: ن ظ م;common;B1;4;4;verbs_b1|fusha|b1|curriculum-expansion;draft;نَظَّمَ;نظم;فَعَّلَ;نَظَّمَ|تَنْظِيمٌ|مُنَظَّمٌ;نَظَّمَ الِاجْتِمَاعَ|تَنْظِيمُ الْوَقْتِ;neutral;true;Bedeutung, Wortfamilie und typische Kollokationen werden kontextbezogen gelernt.
abstract_advantage;مِيزَةٌ;ميزة;mīzatun;Vorteil;abstract_b1;Abstrakte Begriffe B1;noun;;مَزَايَا;مزايا;م ي ز;Für B1 als aktiver bzw. rezeptiver Kernwortschatz vorgesehen.;Wurzel: م ي ز;common;B1;4;4;abstract_b1|fusha|b1|curriculum-expansion;draft;مِيزَةٌ;ميزة;;مِيزَةٌ|مَزَايَا|مُمَيَّزٌ;مِيزَةٌ مُهِمَّةٌ|مِنْ مَزَايَا;neutral;true;Bedeutung, Wortfamilie und typische Kollokationen werden kontextbezogen gelernt.
abstract_disadvantage;عَيْبٌ;عيب;ʿaybun;Nachteil;abstract_b1;Abstrakte Begriffe B1;noun;;عُيُوبٌ;عيوب;ع ي ب;Für B1 als aktiver bzw. rezeptiver Kernwortschatz vorgesehen.;Wurzel: ع ي ب;common;B1;4;4;abstract_b1|fusha|b1|curriculum-expansion;draft;عَيْبٌ;عيب;;عَيْبٌ|عُيُوبٌ;عَيْبٌ وَاضِحٌ|مِنْ عُيُوبِ;neutral;true;Bedeutung, Wortfamilie und typische Kollokationen werden kontextbezogen gelernt.
abstract_effect;أَثَرٌ;أثر;atharun;Auswirkung / Effekt;abstract_b1;Abstrakte Begriffe B1;noun;;آثَارٌ;آثار;أ ث ر;Für B1 als aktiver bzw. rezeptiver Kernwortschatz vorgesehen.;Wurzel: أ ث ر;common;B1;4;4;abstract_b1|fusha|b1|curriculum-expansion;draft;أَثَرٌ;أثر;;أَثَرٌ|آثَارٌ|تَأْثِيرٌ;أَثَرٌ كَبِيرٌ|أَثَرُ الْقَرَارِ;neutral;true;Bedeutung, Wortfamilie und typische Kollokationen werden kontextbezogen gelernt.
society_policy;سِيَاسَةٌ;سياسة;siyāsatun;Politik / Strategie;society_b2;Gesellschaft B2;noun;;سِيَاسَاتٌ;سياسات;س و س;Für B2 als aktiver bzw. rezeptiver Kernwortschatz vorgesehen.;Wurzel: س و س;extended;B2;5;5;society_b2|fusha|b2|curriculum-expansion;draft;سِيَاسَةٌ;سياسة;;سِيَاسَةٌ|سِيَاسَاتٌ|سِيَاسِيٌّ;سِيَاسَةٌ عَامَّةٌ|سِيَاسَةُ الْمُؤَسَّسَةِ;formal;true;Bedeutung, Wortfamilie und typische Kollokationen werden kontextbezogen gelernt.
society_institution;مُؤَسَّسَةٌ;مؤسسة;muʾassasatun;Institution;society_b2;Gesellschaft B2;noun;;مُؤَسَّسَاتٌ;مؤسسات;أ س س;Für B2 als aktiver bzw. rezeptiver Kernwortschatz vorgesehen.;Wurzel: أ س س;extended;B2;5;5;society_b2|fusha|b2|curriculum-expansion;draft;مُؤَسَّسَةٌ;مؤسسة;;مُؤَسَّسَةٌ|مُؤَسَّسَاتٌ|تَأْسِيسٌ;مُؤَسَّسَةٌ تَعْلِيمِيَّةٌ|مُؤَسَّسَةٌ عَامَّةٌ;formal;true;Bedeutung, Wortfamilie und typische Kollokationen werden kontextbezogen gelernt.
economy_inflation;تَضَخُّمٌ;تضخم;taḍakhkhumun;Inflation;economy_b2;Wirtschaft B2;noun;;;;ض خ م;Für B2 als aktiver bzw. rezeptiver Kernwortschatz vorgesehen.;Wurzel: ض خ م;extended;B2;5;5;economy_b2|fusha|b2|curriculum-expansion;draft;تَضَخُّمٌ;تضخم;;تَضَخُّمٌ|مُتَضَخِّمٌ;مُعَدَّلُ التَّضَخُّمِ|ارْتَفَعَ التَّضَخُّمُ;formal;true;Bedeutung, Wortfamilie und typische Kollokationen werden kontextbezogen gelernt.
society_inequality;عَدَمُ الْمُسَاوَاةِ;عدم المساواة;ʿadamu l-musāwāti;Ungleichheit;society_b2;Gesellschaft B2;phrase;;;;س و ي;Für B2 als aktiver bzw. rezeptiver Kernwortschatz vorgesehen.;Wurzel: س و ي;extended;B2;5;5;society_b2|fusha|b2|curriculum-expansion;draft;عَدَمُ الْمُسَاوَاةِ;عدم المساواة;;مُسَاوَاةٌ|عَدَمُ الْمُسَاوَاةِ;عَدَمُ الْمُسَاوَاةِ فِي الدَّخْلِ|تَقْلِيلُ عَدَمِ الْمُسَاوَاةِ;formal;true;Bedeutung, Wortfamilie und typische Kollokationen werden kontextbezogen gelernt.
media_source;مَصْدَرٌ;مصدر;maṣdarun;Quelle;media_b2;Medien B2;noun;;مَصَادِرُ;مصادر;ص د ر;Für B2 als aktiver bzw. rezeptiver Kernwortschatz vorgesehen.;Wurzel: ص د ر;extended;B2;5;5;media_b2|fusha|b2|curriculum-expansion;draft;مَصْدَرٌ;مصدر;;مَصْدَرٌ|مَصَادِرُ;مَصْدَرٌ مَوْثُوقٌ|مَصْدَرُ الْبَيَانَاتِ;formal;true;Bedeutung, Wortfamilie und typische Kollokationen werden kontextbezogen gelernt.
abstract_factor;عَامِلٌ;عامل;ʿāmilun;Faktor;abstract_b2;Abstrakte Begriffe B2;noun;;عَوَامِلُ;عوامل;ع م ل;Für B2 als aktiver bzw. rezeptiver Kernwortschatz vorgesehen.;Wurzel: ع م ل;extended;B2;5;5;abstract_b2|fusha|b2|curriculum-expansion;draft;عَامِلٌ;عامل;;عَامِلٌ|عَوَامِلُ;عَامِلٌ مُهِمٌّ|عَامِلٌ أَسَاسِيٌّ;formal;true;Bedeutung, Wortfamilie und typische Kollokationen werden kontextbezogen gelernt.
abstract_tendency;اِتِّجَاهٌ;اتجاه;ittijāhun;Tendenz / Richtung;abstract_b2;Abstrakte Begriffe B2;noun;;اِتِّجَاهَاتٌ;اتجاهات;و ج ه;Für B2 als aktiver bzw. rezeptiver Kernwortschatz vorgesehen.;Wurzel: و ج ه;extended;B2;5;5;abstract_b2|fusha|b2|curriculum-expansion;draft;اِتِّجَاهٌ;اتجاه;;اِتِّجَاهٌ|اِتِّجَاهَاتٌ;اِتِّجَاهٌ مُتَزَايِدٌ|اِتِّجَاهٌ عَامٌّ;formal;true;Bedeutung, Wortfamilie und typische Kollokationen werden kontextbezogen gelernt.
academic_methodology;مَنْهَجِيَّةٌ;منهجية;manhajiyyatun;Methodik;academic_c1;Akademisch C1;noun;;مَنْهَجِيَّاتٌ;منهجيات;ن ه ج;Für C1 als aktiver bzw. rezeptiver Kernwortschatz vorgesehen.;Wurzel: ن ه ج;extended;C1;6;6;academic_c1|fusha|c1|curriculum-expansion;draft;مَنْهَجِيَّةٌ;منهجية;;مَنْهَجٌ|مَنْهَجِيَّةٌ|مَنْهَجِيٌّ;مَنْهَجِيَّةُ الْبَحْثِ|مَنْهَجِيَّةٌ وَاضِحَةٌ;academic;false;Bedeutung, Wortfamilie und typische Kollokationen werden kontextbezogen gelernt.
academic_variable;مُتَغَيِّرٌ;متغير;mutaghayyirun;Variable;academic_c1;Akademisch C1;noun;;مُتَغَيِّرَاتٌ;متغيرات;غ ي ر;Für C1 als aktiver bzw. rezeptiver Kernwortschatz vorgesehen.;Wurzel: غ ي ر;extended;C1;6;6;academic_c1|fusha|c1|curriculum-expansion;draft;مُتَغَيِّرٌ;متغير;;مُتَغَيِّرٌ|تَغَيُّرٌ|تَغَيَّرَ;الْمُتَغَيِّرُ الْمُسْتَقِلُّ|قِيَاسُ الْمُتَغَيِّرِ;academic;false;Bedeutung, Wortfamilie und typische Kollokationen werden kontextbezogen gelernt.
academic_sample;عَيِّنَةٌ;عينة;ʿayyinatu;Stichprobe;academic_c1;Akademisch C1;noun;;عَيِّنَاتٌ;عينات;ع ي ن;Für C1 als aktiver bzw. rezeptiver Kernwortschatz vorgesehen.;Wurzel: ع ي ن;extended;C1;6;6;academic_c1|fusha|c1|curriculum-expansion;draft;عَيِّنَةٌ;عينة;;عَيِّنَةٌ|عَيِّنَاتٌ;عَيِّنَةٌ مُمَثِّلَةٌ|حَجْمُ الْعَيِّنَةِ;academic;false;Bedeutung, Wortfamilie und typische Kollokationen werden kontextbezogen gelernt.
academic_validity;صَلَاحِيَّةٌ;صلاحية;ṣalāḥiyyatun;Validität / Gültigkeit;academic_c1;Akademisch C1;noun;;;;ص ل ح;Für C1 als aktiver bzw. rezeptiver Kernwortschatz vorgesehen.;Wurzel: ص ل ح;extended;C1;6;6;academic_c1|fusha|c1|curriculum-expansion;draft;صَلَاحِيَّةٌ;صلاحية;;صَلَاحِيَّةٌ|صَالِحٌ;صَلَاحِيَّةُ الْأَدَاةِ|صَلَاحِيَّةُ الْقِيَاسِ;academic;false;Bedeutung, Wortfamilie und typische Kollokationen werden kontextbezogen gelernt.
academic_reliability;مَوْثُوقِيَّةٌ;موثوقية;mawthūqiyyatun;Reliabilität / Zuverlässigkeit;academic_c1;Akademisch C1;noun;;;;و ث ق;Für C1 als aktiver bzw. rezeptiver Kernwortschatz vorgesehen.;Wurzel: و ث ق;extended;C1;6;6;academic_c1|fusha|c1|curriculum-expansion;draft;مَوْثُوقِيَّةٌ;موثوقية;;مَوْثُوقِيَّةٌ|مَوْثُوقٌ;مَوْثُوقِيَّةُ النَّتَائِجِ|دَرَجَةُ الْمَوْثُوقِيَّةِ;academic;false;Bedeutung, Wortfamilie und typische Kollokationen werden kontextbezogen gelernt.
academic_framework;إِطَارٌ;إطار;iṭārun;Rahmen / Framework;academic_c1;Akademisch C1;noun;;أُطُرٌ;أطر;أ ط ر;Für C1 als aktiver bzw. rezeptiver Kernwortschatz vorgesehen.;Wurzel: أ ط ر;extended;C1;6;6;academic_c1|fusha|c1|curriculum-expansion;draft;إِطَارٌ;إطار;;إِطَارٌ|أُطُرٌ;إِطَارٌ نَظَرِيٌّ|إِطَارُ الدِّرَاسَةِ;academic;false;Bedeutung, Wortfamilie und typische Kollokationen werden kontextbezogen gelernt.
academic_literature;أَدَبِيَّاتٌ;أدبيات;adabiyyātun;Fachliteratur;academic_c1;Akademisch C1;noun;;;;أ د ب;Für C1 als aktiver bzw. rezeptiver Kernwortschatz vorgesehen.;Wurzel: أ د ب;extended;C1;6;6;academic_c1|fusha|c1|curriculum-expansion;draft;أَدَبِيَّاتٌ;أدبيات;;أَدَبٌ|أَدَبِيٌّ|أَدَبِيَّاتٌ;الْأَدَبِيَّاتُ السَّابِقَةُ|مُرَاجَعَةُ الْأَدَبِيَّاتِ;academic;false;Bedeutung, Wortfamilie und typische Kollokationen werden kontextbezogen gelernt.
rhetoric_rhythm;إِيقَاعٌ;إيقاع;īqāʿun;Rhythmus;rhetoric_c2;Rhetorik C2;noun;;إِيقَاعَاتٌ;إيقاعات;و ق ع;Für C2 als aktiver bzw. rezeptiver Kernwortschatz vorgesehen.;Wurzel: و ق ع;extended;C2;7;7;rhetoric_c2|fusha|c2|curriculum-expansion;draft;إِيقَاعٌ;إيقاع;;إِيقَاعٌ|إِيقَاعَاتٌ;إِيقَاعُ النَّصِّ|إِيقَاعٌ خَاصٌّ;literary;false;Bedeutung, Wortfamilie und typische Kollokationen werden kontextbezogen gelernt.
rhetoric_contrast;مُقَابَلَةٌ;مقابلة;muqābalatun;Kontrast / Gegenüberstellung;rhetoric_c2;Rhetorik C2;noun;;;;ق ب ل;Für C2 als aktiver bzw. rezeptiver Kernwortschatz vorgesehen.;Wurzel: ق ب ل;extended;C2;7;7;rhetoric_c2|fusha|c2|curriculum-expansion;draft;مُقَابَلَةٌ;مقابلة;;مُقَابَلَةٌ|قَابَلَ|مُقَابِلٌ;الْمُقَابَلَةُ بَيْنَ|أُسْلُوبُ الْمُقَابَلَةِ;literary;false;Bedeutung, Wortfamilie und typische Kollokationen werden kontextbezogen gelernt.
rhetoric_emphasis;تَوْكِيدٌ;توكيد;tawkīdun;Hervorhebung / Bekräftigung;rhetoric_c2;Rhetorik C2;noun;;;;و ك د;Für C2 als aktiver bzw. rezeptiver Kernwortschatz vorgesehen.;Wurzel: و ك د;extended;C2;7;7;rhetoric_c2|fusha|c2|curriculum-expansion;draft;تَوْكِيدٌ;توكيد;;تَوْكِيدٌ|أَكَّدَ|مُؤَكَّدٌ;لِلتَّوْكِيدِ|أُسْلُوبُ التَّوْكِيدِ;literary;false;Bedeutung, Wortfamilie und typische Kollokationen werden kontextbezogen gelernt.
rhetoric_implicit;ضِمْنِيٌّ;ضمني;ḍimniyyun;implizit;rhetoric_c2;Rhetorik C2;adjective;;;;ض م ن;Für C2 als aktiver bzw. rezeptiver Kernwortschatz vorgesehen.;Wurzel: ض م ن;extended;C2;7;7;rhetoric_c2|fusha|c2|curriculum-expansion;draft;ضِمْنِيٌّ;ضمني;;ضِمْنِيٌّ|ضِمْنٌ;مَعْنًى ضِمْنِيٌّ|إِشَارَةٌ ضِمْنِيَّةٌ;literary;false;Bedeutung, Wortfamilie und typische Kollokationen werden kontextbezogen gelernt.
rhetoric_explicit;صَرِيحٌ;صريح;ṣarīḥun;explizit / ausdrücklich;rhetoric_c2;Rhetorik C2;adjective;;;;ص ر ح;Für C2 als aktiver bzw. rezeptiver Kernwortschatz vorgesehen.;Wurzel: ص ر ح;extended;C2;7;7;rhetoric_c2|fusha|c2|curriculum-expansion;draft;صَرِيحٌ;صريح;;صَرِيحٌ|صَرَّحَ|تَصْرِيحٌ;مَوْقِفٌ صَرِيحٌ|نَقْدٌ صَرِيحٌ;literary;false;Bedeutung, Wortfamilie und typische Kollokationen werden kontextbezogen gelernt.
rhetoric_intertext;تَنَاصٌّ;تناص;tanāṣṣun;Intertextualität;rhetoric_c2;Rhetorik C2;noun;;;;ن ص ص;Für C2 als aktiver bzw. rezeptiver Kernwortschatz vorgesehen.;Wurzel: ن ص ص;extended;C2;7;7;rhetoric_c2|fusha|c2|curriculum-expansion;draft;تَنَاصٌّ;تناص;;تَنَاصٌّ|نَصٌّ|نُصُوصٌ;تَنَاصٌّ مَعَ|عَلَاقَةٌ تَنَاصِّيَّةٌ;literary;false;Bedeutung, Wortfamilie und typische Kollokationen werden kontextbezogen gelernt.
rhetoric_density;كَثَافَةٌ;كثافة;kathāfatun;Dichte;rhetoric_c2;Rhetorik C2;noun;;;;ك ث ف;Für C2 als aktiver bzw. rezeptiver Kernwortschatz vorgesehen.;Wurzel: ك ث ف;extended;C2;7;7;rhetoric_c2|fusha|c2|curriculum-expansion;draft;كَثَافَةٌ;كثافة;;كَثَافَةٌ|كَثِيفٌ;كَثَافَةٌ دَلَالِيَّةٌ|كَثَافَةُ الْمُصْطَلَحَاتِ;literary;false;Bedeutung, Wortfamilie und typische Kollokationen werden kontextbezogen gelernt.
geo_af;أفغانستان;أفغانستان;afghānstān;Afghanistan;geography;Länder & Regionen;noun;;;;;"Geografische Bezeichnung; rezeptiv priorisieren.";"Geografische Bezeichnung; rezeptiv priorisieren.";extended;A2;3;3;geography|proper-name|a2|v012;draft;أفغانستان;أفغانستان;;;;neutral;false;"Eigenname/Fachbezeichnung; CLDR-Bezeichnung, redaktionelle Ausspracheprüfung ausstehend."
geo_al;ألبانيا;ألبانيا;albānyā;Albanien;geography;Länder & Regionen;noun;;;;;"Geografische Bezeichnung; rezeptiv priorisieren.";"Geografische Bezeichnung; rezeptiv priorisieren.";extended;A2;3;3;geography|proper-name|a2|v012;draft;ألبانيا;ألبانيا;;;;neutral;false;"Eigenname/Fachbezeichnung; CLDR-Bezeichnung, redaktionelle Ausspracheprüfung ausstehend."
geo_dz;الجزائر;الجزائر;āljzāʾr;Algerien;geography;Länder & Regionen;noun;;;;;"Geografische Bezeichnung; rezeptiv priorisieren.";"Geografische Bezeichnung; rezeptiv priorisieren.";extended;A2;3;3;geography|proper-name|a2|v012;draft;الجزائر;الجزائر;;;;neutral;false;"Eigenname/Fachbezeichnung; CLDR-Bezeichnung, redaktionelle Ausspracheprüfung ausstehend."
geo_as;ساموا الأمريكية;ساموا الأمريكية;sāmwā ālamrykya;Amerikanisch-Samoa;geography;Länder & Regionen;noun;;;;;"Geografische Bezeichnung; rezeptiv priorisieren.";"Geografische Bezeichnung; rezeptiv priorisieren.";extended;A2;3;3;geography|proper-name|a2|v012;draft;ساموا الأمريكية;ساموا الأمريكية;;;;neutral;false;"Eigenname/Fachbezeichnung; CLDR-Bezeichnung, redaktionelle Ausspracheprüfung ausstehend."
geo_vi;جزر فيرجن الأمريكية;جزر فيرجن الأمريكية;jzr fyrjn ālamrykya;Amerikanische Jungferninseln;geography;Länder & Regionen;noun;;;;;"Geografische Bezeichnung; rezeptiv priorisieren.";"Geografische Bezeichnung; rezeptiv priorisieren.";extended;A2;3;3;geography|proper-name|a2|v012;draft;جزر فيرجن الأمريكية;جزر فيرجن الأمريكية;;;;neutral;false;"Eigenname/Fachbezeichnung; CLDR-Bezeichnung, redaktionelle Ausspracheprüfung ausstehend."
geo_um;جزر الولايات المتحدة النائية;جزر الولايات المتحدة النائية;jzr ālwlāyāt ālmtḥda ālnāʾya;Amerikanische Überseeinseln;geography;Länder & Regionen;noun;;;;;"Geografische Bezeichnung; rezeptiv priorisieren.";"Geografische Bezeichnung; rezeptiv priorisieren.";extended;A2;3;3;geography|proper-name|a2|v012;draft;جزر الولايات المتحدة النائية;جزر الولايات المتحدة النائية;;;;neutral;false;"Eigenname/Fachbezeichnung; CLDR-Bezeichnung, redaktionelle Ausspracheprüfung ausstehend."
geo_ad;أندورا;أندورا;andwrā;Andorra;geography;Länder & Regionen;noun;;;;;"Geografische Bezeichnung; rezeptiv priorisieren.";"Geografische Bezeichnung; rezeptiv priorisieren.";extended;A2;3;3;geography|proper-name|a2|v012;draft;أندورا;أندورا;;;;neutral;false;"Eigenname/Fachbezeichnung; CLDR-Bezeichnung, redaktionelle Ausspracheprüfung ausstehend."
geo_ao;أنغولا;أنغولا;anghwlā;Angola;geography;Länder & Regionen;noun;;;;;"Geografische Bezeichnung; rezeptiv priorisieren.";"Geografische Bezeichnung; rezeptiv priorisieren.";extended;A2;3;3;geography|proper-name|a2|v012;draft;أنغولا;أنغولا;;;;neutral;false;"Eigenname/Fachbezeichnung; CLDR-Bezeichnung, redaktionelle Ausspracheprüfung ausstehend."
geo_ai;أنغويلا;أنغويلا;anghwylā;Anguilla;geography;Länder & Regionen;noun;;;;;"Geografische Bezeichnung; rezeptiv priorisieren.";"Geografische Bezeichnung; rezeptiv priorisieren.";extended;A2;3;3;geography|proper-name|a2|v012;draft;أنغويلا;أنغويلا;;;;neutral;false;"Eigenname/Fachbezeichnung; CLDR-Bezeichnung, redaktionelle Ausspracheprüfung ausstehend."
